MESSAGE_ID	MESSAGE_NM
1116	入荷ラベルNo.をスキャンして下さい。
1117	荷札/納品明細書出力エラー。PCで出力し直して下さい。検品は終了しています。
1118	取引先マスタに仕入先が存在しません。
1131	入力内容に誤りがあります。
1134	入力した期限日が入荷限界日を過ぎています。
1189	この商品は期限日管理対象です。期限日を入力して下さい。
1215	ロケーションマスタに存在しません。
1216	ロケーションを入力して下さい。
1228	この商品はロット管理対象です。ロットを入力して下さい。
1290	入力された入荷ラベルNo.は異なる商品、在庫区分、預託、ロット、期限日、仕入先で登録されているため使用できません。
1291	入力された入荷ラベルNo.は異なる商品、在庫区分、預託、ロット、期限日、仕入先、入庫日で登録されているため使用できません。
1299	他で出庫指示解除中です。
1300	他で出荷検品中です。
1301	他でピッキング中です。
1367	荷揃番号／梱包Noが存在しません。
1435	商品マスタに存在しません。
1436	入力したソースCDが伝票内に存在しません。
1437	入力したソースCDが伝票内に存在しません。
1438	入力したソースCDが荷揃番号/梱包No内に存在しません。
1439	入力したソースCDが荷揃番号/梱包No内に存在しません。
1454	商品マスタに存在しません。
1467	数量を入力して下さい。
1599	シリアルNo.([0])は異なる荷揃番号/梱包No([1])で登録済です。
1672	在庫数が不足している為、登録できません。
1696	対象の荷揃番号／梱包No.は検品済です。
1706	出荷検品が完了しました。出庫指示時と梱包数が異なりますので、荷札を再出力して下さい。
1732	単行ピッキング対象です。単行出荷検品から検品を行って下さい。
2004	この商品は製造日管理対象です。製造日を入力して下さい。
2005	スキャン内容不一致
2006	印刷枚数を入力して下さい。
2007	当日以外の日付は設定できません。
2008	個体番号未登録エラー
2009	個体番号エラー
2012	ソースCDを入力して下さい。
2013	製造日を入力して下さい。
2035	棚出し数が在庫数を超えています。
2036	棚入れ数が棚出し数を超えています。
2037	荷揃番号を入力して下さい。
2038	ｽｷｬﾝ内容不一致 ｽｷｬﾝしたﾊﾞｰｺｰﾄﾞが正しいか確認して下さい。
2039	検品数が指示数を超えています。
2040	選択内容不一致 選択した商品が正しいか確認して下さい。
2041	ここまで入力したデータが、全て削除されますが、よろしいですか。
2042	ピッキング作業途中ですが、強制完了しますか。
2043	作業を強制完了しました。
2044	中断をしても、よろしいですか。
2045	作業を中断しました。
2046	オーダーピッキング再開します。
2047	代表荷揃番号を入力して下さい。
2048	既にピッキング済のデータです。
2049	ケース入数を入力して下さい。
2050	ケースを入力して下さい。
2078	ロケーション補充商品マスタに登録されています。
2079	未入荷の入荷予定は入荷実績入力ができません。
2089	数量が正しくありません。
2090	棚卸数がマイナスになるため、入力できません。
2109	スキャンしたロケーションに在庫が存在しません。
2110	ｽｷｬﾝした商品の在庫がロケーションに存在しません。
2114	棚出し数を入力して下さい。
2115	棚入れ数を入力して下さい。
2116	ｽｷｬﾝしたロットの在庫がロケーションに存在しません。
2117	ｽｷｬﾝした期限日の在庫がロケーションに存在しません。
2118	ｽｷｬﾝした製造日の在庫がロケーションに存在しません。
2119	スキャンしたロットの在庫が棚出しされていません。
2120	スキャンした期限日の在庫が棚出しされていません。
2121	スキャンした製造日の在庫が棚出しされていません。
2122	同時に作業可能な荷揃番号は[0]件以下です。
2123	ピッキング済数が指示数を超えています。
2124	ロット割れ禁止の商品です。同じロットを入力して下さい。
2125	期限日割れ禁止の商品です。同じ期限日を入力して下さい。
2126	製造日割れ禁止の商品です。同じ製造日を入力して下さい。
2127	ｽｷｬﾝした商品の棚出しがされていません。
2128	ｽｷｬﾝした入荷ラベルNo.が既にスキャンされています。
2129	棚卸するロケーションが正しいか再確認して下さい。このまま続けますか？
2130	ｽｷｬﾝした入荷ラベルの商品が存在しません。
2132	ｽｷｬﾝしたロットの棚出しがされていません。
2133	ｽｷｬﾝした期限日の棚出しがされていません。
2134	ｽｷｬﾝした製造日の棚出しがされていません。
2135	対象の送り状番号が削除されました。
2136	ケース入数が指示数を超えています。
2137	ケース入数が未入力です。
2138	対象の送り状番号は検品済です。
2139	対象の送り状番号はすべて検品済です。
2140	対象の送り状番号は強制確定済です。
2141	個体管理番号未登録エラー！該当する番号が存在しません。
2142	個体管理番号エラー！該当の番号は返却できません。
2143	個別貼付ラベルNoを入力して下さい。
2144	該当データは既に処理済です。
2145	個別貼付ラベルNoが商品の情報と不一致です。
2146	個体管理番号を入力して下さい。
2147	個体管理番号に誤りがあります。
2148	同じ個体管理番号が既に登録済です。
2199	緊急補充指示をした商品と不一致です。同じ商品を入力して下さい。
2201	ｽｷｬﾝした期限日が指示の期限日と不一致です。ﾋﾟｯｷﾝｸﾞしますか。
2202	ｽｷｬﾝした期限日が指示の期限日と不一致です。同じ期限日を入力して下さい。
2203	ｽｷｬﾝした製造日が指示の製造日と不一致です。ﾋﾟｯｷﾝｸﾞしますか。
2204	ｽｷｬﾝした製造日が指示の製造日と不一致です。同じ製造日を入力して下さい。
2205	ｽｷｬﾝしたロットが指示のロットと不一致です。ﾋﾟｯｷﾝｸﾞしますか。
2206	ｽｷｬﾝしたロットが指示のロットと不一致です。同じロットを入力して下さい。
2207	製造日が過ぎています。ﾋﾟｯｷﾝｸﾞしますか。
2208	製造日が割れている商品です。ﾋﾟｯｷﾝｸﾞしますか。
2209	ロットが割れている商品です。ﾋﾟｯｷﾝｸﾞしますか。
2210	入力した商品の在庫が緊急補充中ですが、よろしいですか。
2211	ロットを入力して下さい。
2212	期限日を入力して下さい。
2213	預りJANCD以外のJANCDは入力できません。預りJANCDを入力して下さい。
2214	すべて検品済です。箱登録して検品完了して下さい。
2245	棚卸データが存在しません。
2248	期限日が割れている商品です。ピッキングしますか。
2249	期限日が過ぎています。ピッキングしますか。
2250	ﾋﾟｯｷﾝｸﾞを開始しているため、作業中止はできません。
2266	ﾋﾟｯｷﾝｸﾞ済数は1以上で入力して下さい。
2406	出荷確定済の為、作業を完了できません。
3195	個体管理番号：[/][0][/][/]個体管理番号[/]未登録エラー！[/]該当する番号が[/]存在しません。
3196	個体管理番号：[/][0][/][/]個体管理番号エラー！[/]該当の番号は[/]返却できません。
